Timestamp,Gas Flow (slm),Lab Temperature (C),Lab Pressure (kPa),Gas Sensor Temperature (C),Humidity (%RH)
2026-03-31 14:16:28.4,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:28.4,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:28.5,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:28.5,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:28.6,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:28.6,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:28.7,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:28.7,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:28.8,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:28.9,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:28.9,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:29.0,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:29.0,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:29.1,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:29.1,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:29.2,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:29.2,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:29.3,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:29.3,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:29.4,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:29.4,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:29.5,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:29.6,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:29.9,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:30.0,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:30.0,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:30.1,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:30.1,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:30.2,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:30.2,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:30.3,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:30.3,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:30.4,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:30.4,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:30.5,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:30.5,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:30.6,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:30.6,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:30.7,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:30.8,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:30.8,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:30.9,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:30.9,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:31.0,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:31.0,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:31.1,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:31.1,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:31.2,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:31.2,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:31.3,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:31.3,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:31.4,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:31.4,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:31.5,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:31.9,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:32.0,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:32.0,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:32.1,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:32.1,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:32.2,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:32.2,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:32.3,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:32.3,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:32.4,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:32.4,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:32.5,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:32.5,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:32.6,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:32.6,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:32.7,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:32.7,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:32.8,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:32.9,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:32.9,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:33.0,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:33.0,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:33.1,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:33.1,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:33.2,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:33.2,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:33.3,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:33.3,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:33.4,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:33.4,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:33.5,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:33.5,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:33.9,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:34.0,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:34.0,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:34.1,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:34.1,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:34.2,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:34.2,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:34.3,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:34.3,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:34.4,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:34.5,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:34.5,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:34.6,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:34.6,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:34.7,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:34.7,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:34.8,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:34.8,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:34.9,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:34.9,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:35.0,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:35.0,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:35.1,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:35.1,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:35.2,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:35.2,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:35.3,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:35.3,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:35.4,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:35.4,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:35.5,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:35.7,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:35.9,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:36.0,0.0,25.0,96.8,24.5,38.2
2026-03-31 14:16:36.0,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:36.1,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:36.1,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:36.2,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:36.2,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:36.3,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:36.3,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:36.4,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:36.4,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:36.5,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:36.6,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:36.6,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:36.7,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:36.7,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:36.8,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:36.8,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:36.9,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:36.9,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:37.0,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:37.0,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:37.1,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:37.1,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:37.2,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:37.2,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:37.3,0.0,25.0,96.8,24.6,38.2
2026-03-31 14:16:37.3,0.0,25.0,96.8,24.6,38.2
